Device Id	Polygon Name	Timestamp	Common Evening Lat	Common Evening Long	Date	Time	Day of Week	Time Zone
654fd1dcab2eb721aa0e26fa183e502eab8ea387	OTR Glandore	1596240340	-34.96609124621622	138.52953204576752	2020-08-01	09:35:40	Sat	Australia/Adelaide
16b2a477f15953b8fbb378c8b8f841141f67733b	OTR Glandore	1593691710	-34.961029048057696	138.5593804702128	2020-07-02	21:38:30	Thu	Australia/Adelaide
276ab48ba6b73891c49d8e68e89f1e08cf6a713f	OTR Glandore	1596360480	-34.866780935417644	138.7031290857232	2020-08-02	18:58:00	Sun	Australia/Adelaide
85f8fc3c4fe35d49b88ac89404d4a9d7f9073109	OTR Glandore	1595915340	-34.81845948645593	138.70517838242768	2020-07-28	15:19:00	Tue	Australia/Adelaide
591e0dbe5d82fd9b8755e28c46bf66c59c696b53	OTR Glandore	1596874445	-35.13762147428792	138.54301350378057	2020-08-08	17:44:05	Sat	Australia/Adelaide
46f08ed6ce4395729b7e82a2775ec7f2fef58f5a	OTR Glandore	1595418776	-34.98364638880421	138.54025647393047	2020-07-22	21:22:56	Wed	Australia/Adelaide
13ab1867733f60773c78bee08670d6c544d745bf	OTR Glandore	1593670519	-35.13688143685696	138.4734449093167	2020-07-02	15:45:19	Thu	Australia/Adelaide
eae759e40c79066a98132349e2fdb8f53a259ddf	OTR Glandore	1593266946	-34.910140959435985	138.54933027768115	2020-06-27	23:39:06	Sat	Australia/Adelaide
e1b4c4241bb20c760b0cc459ff3aef6f9e26ef6d	OTR Glandore	1596510864	-34.7054614234713	138.6842587419579	2020-08-04	12:44:24	Tue	Australia/Adelaide
9c1516c21fc30b4ece6e4a3dc794d106b091c0dc	OTR Glandore	1591669922	-34.95138414216357	138.5677920313449	2020-06-09	12:02:02	Tue	Australia/Adelaide
32d50f7beb090d1501d3b39a5e8cd671b1c77c75	OTR Glandore	1598142907	-34.82473801270158	138.6812587399445	2020-08-23	10:05:07	Sun	Australia/Adelaide
e1a325e9618d5bc882515cf5d312a62a3df5d53b	OTR Glandore	1591770815	-34.95447303381416	138.57044403389048	2020-06-10	16:03:35	Wed	Australia/Adelaide
8c44a9004b6d22679d9df3a1aaf522aa03603a96	OTR Glandore	1598049417	-34.95230416706037	138.5798095539273	2020-08-22	08:06:57	Sat	Australia/Adelaide
34d0ab102f566cc6150ebffd3f541b02d7ec8b83	OTR Glandore	1593423630	-34.9773092459262	138.5682066088886	2020-06-29	19:10:30	Mon	Australia/Adelaide
c5dab9ce12f3eea5193e3be9b2b983c8b47fe676	OTR Glandore	1596184455	-31.945298455182336	141.46772962932928	2020-07-31	18:04:15	Fri	Australia/Adelaide
a5f7e4ad6149f0cca33a9fd6f2e14f80a6731f38	OTR Glandore	1595073323	-35.082562688146446	138.5084390782718	2020-07-18	21:25:23	Sat	Australia/Adelaide
f8d47168ff3ed81d3757d7fa3d529de571247a29	OTR Glandore	1567221232	-34.891421526947894	138.58528078433153	2019-08-31	12:43:52	Sat	Australia/Adelaide
8591bd88eb089e8f864316ead73144611ed3e6d6	OTR Glandore	1594456441	-35.01351226026683	138.5389788680158	2020-07-11	18:04:01	Sat	Australia/Adelaide
0be5214ea33e39ed05153af89f9cfd7dec3aee9b	OTR Glandore	1592868796	-34.98118802633532	138.56000077190527	2020-06-23	09:03:16	Tue	Australia/Adelaide
0ab9aae1d5aac9a8510f8737017fedc23573ab9e	OTR Glandore	1592117957	-34.95022722345505	138.58103527765056	2020-06-14	16:29:17	Sun	Australia/Adelaide
0b2077e3ee921a28fdc0e7215c64b5ee3e03e924	OTR Glandore	1573765562	-34.96882434885784	138.53867931740615	2019-11-15	07:36:02	Fri	Australia/Adelaide
ee329346e6a9574587c82ebf2251be893f6fc894	OTR Glandore	1596003145	-34.95188876627364	138.55665351265992	2020-07-29	15:42:25	Wed	Australia/Adelaide
aeaba1ae0b801cdd39d88351ae84862596ee3554	OTR Glandore	1594459323	-34.99686992300569	138.51347121331833	2020-07-11	18:52:03	Sat	Australia/Adelaide
